CryoSleep,Age,VIP,Transported,Side,Group,Spendings,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,GroupSize,GroupMember
0,22.0,0,0,1,8006,1516.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,26.0,0,0,0,8007,887.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,24.0,0,1,0,8007,1584.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
0,59.0,0,1,1,8010,2691.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,24.0,0,1,1,8012,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1
0,17.0,0,0,1,8012,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,2
1,28.0,0,1,1,8012,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,3
1,38.0,0,1,1,8014,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,2.0,0,1,1,8015,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1
0,36.0,0,0,1,8015,7978.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2
1,32.0,0,1,1,8015,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,3
0,15.0,0,0,1,8016,986.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,54.0,0,0,1,8018,1299.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,18.0,0,1,0,8019,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,22.0,0,0,0,8020,748.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,23.0,0,0,0,8021,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,14.0,0,1,0,8023,6392.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1
1,26.0,0,1,0,8023,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2
0,73.0,0,0,1,8024,829.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,29.0,0,1,0,8025,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
1,29.0,0,1,1,8026,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,12.0,0,0,1,8027,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,27.0,0,0,1,8027,601.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2
0,31.0,0,0,1,8029,839.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,26.0,0,0,1,8030,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,35.0,0,1,0,8031,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,25.0,0,1,0,8032,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,1
1,40.0,0,1,0,8032,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2
1,18.0,0,0,1,8034,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1
0,52.0,0,0,1,8034,1298.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,2
1,35.0,0,1,1,8035,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,51.0,0,0,1,8036,1543.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1
0,35.0,0,0,1,8036,953.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2
0,14.0,0,0,1,8037,902.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,35.2,0,1,1,8038,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1
1,26.0,0,1,1,8038,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2
1,21.0,0,0,0,8042,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,45.0,0,1,1,8043,18266.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,1
0,29.0,0,1,1,8043,1817.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2
0,39.0,1,1,1,8043,1972.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3
1,37.0,0,1,1,8043,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,4
1,22.0,0,1,0,8046,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,22.0,0,0,0,8049,809.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,30.0,0,0,1,8050,452.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1
1,1.0,0,1,1,8050,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2
1,0.0,0,1,1,8050,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3
0,9.0,0,0,1,8052,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,18.0,0,0,1,8052,336.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
0,29.0,0,0,0,8053,1751.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,52.0,0,0,1,8054,2326.2162194369503,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
0,27.0,0,0,1,8055,905.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,54.0,0,0,0,8056,2447.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1
0,28.0,0,1,0,8056,9714.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2
1,65.0,0,1,0,8057,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1
1,26.0,0,1,0,8057,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2
0,29.0,0,0,0,8058,1994.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,20.0,0,0,0,8059,1817.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,39.0,0,0,1,8060,2618.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1
1,37.0,0,1,1,8060,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2
0,20.0,0,0,1,8063,831.7449388258156,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,40.0,0,1,1,8064,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,1
0,0.0,0,1,1,8064,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,2
1,33.0,0,0,1,8064,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,3
1,23.0,0,1,1,8066,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,32.0,0,0,0,8067,829.1661665120432,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,20.0,0,0,1,8068,776.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,60.0,0,1,1,8069,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
0,53.0,0,1,1,8071,716.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,26.0,0,1,1,8072,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1
0,35.0,0,0,1,8072,8853.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,2
0,19.0,0,0,1,8075,639.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,43.0,0,0,0,8076,5017.594725478508,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1
0,29.0,0,0,0,8076,8093.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2
0,20.0,0,0,0,8077,843.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,19.0,0,0,0,8078,2201.308158704329,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,21.0,0,1,1,8079,615.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,39.0,0,1,0,8081,16693.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,12.0,0,0,0,8082,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,20.0,0,1,0,8082,1842.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2
0,18.0,0,0,0,8083,736.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,31.0,0,0,0,8084,10782.536537205373,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0,35.0,0,0,1,8085,1308.6786185567887,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,44.0,0,1,0,8086,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,62.0,0,1,0,8087,3945.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,23.0,0,0,0,8088,2348.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1
0,23.0,1,0,0,8088,1680.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2
0,19.0,0,1,0,8089,1797.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,29.0,0,0,0,8091,804.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,31.0,0,1,1,8092,7267.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1
1,33.0,1,1,1,8092,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3,2
0,41.0,0,0,1,8092,4166.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,3
0,60.0,0,1,0,8094,9116.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,41.0,0,1,1,8097,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,69.0,1,0,0,8098,9492.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,1
0,44.0,0,1,0,8098,2954.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,2
1,18.0,0,1,0,8098,240.2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,3
0,26.0,0,1,0,8098,11987.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,4
0,30.0,0,0,0,8102,2887.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,34.0,0,0,0,8103,695.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,18.0,0,0,0,8105,669.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,49.0,0,1,1,8106,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,71.0,0,0,0,8107,703.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,19.0,0,0,1,8108,756.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,23.0,0,0,1,8112,689.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,31.0,0,1,1,8115,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1
1,40.0,0,1,1,8115,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
0,28.0,0,0,0,8116,1187.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
1,17.0,0,1,1,8117,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1
0,24.0,0,0,1,8117,5880.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2
1,54.0,0,1,1,8117,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3,3
1,21.0,0,0,0,8118,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,2.0,0,0,1,8119,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1
0,20.0,0,1,1,8119,1162.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2
0,20.0,0,0,1,8119,716.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3
0,36.0,0,1,0,8120,5938.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,25.0,0,1,0,8121,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,58.0,0,0,1,8122,6066.357476335878,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,1
0,37.0,0,1,1,8122,1398.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,2
0,26.0,0,0,1,8122,7373.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,3
1,45.0,0,0,0,8123,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,44.0,0,0,0,8124,903.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,24.0,0,1,0,8128,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,13.0,0,1,1,8129,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1
0,4.0,0,1,0,8129,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,2
0,24.0,0,0,0,8129,2290.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,3
0,27.0,0,0,0,8129,804.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,4
0,39.0,0,0,0,8129,1670.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5,5
1,23.0,0,0,1,8130,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1
0,4.0,0,0,1,8130,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2
1,0.0,0,0,1,8130,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3
1,22.0,0,1,1,8131,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,27.0,0,0,0,8133,1718.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,22.0,0,1,0,8135,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,26.0,0,1,0,8136,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1
0,60.0,0,0,0,8136,10800.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2
0,18.0,0,0,0,8137,908.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,20.0,0,0,0,8138,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,25.0,0,1,0,8139,791.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,24.0,0,1,1,8140,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,38.0,0,1,1,8141,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,18.0,0,1,1,8143,734.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,45.0,0,1,0,8144,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4,1
0,13.0,0,0,0,8144,9063.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,2
0,28.0,0,1,0,8144,3524.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,3
0,5.0,0,1,0,8144,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,4
0,20.0,0,0,0,8147,3762.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1
1,2.0,0,1,1,8147,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2
0,42.0,0,0,0,8147,906.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,3
0,0.0,0,1,0,8147,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4
0,18.0,0,0,0,8148,809.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,26.0,0,0,0,8149,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1,3.0,0,1,1,8150,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1
1,49.0,0,1,1,8150,0.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2
0,19.0,0,0,1,8150,1287.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3,3
1,19.0,0,0,1,8152,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,15.0,0,0,0,8153,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,53.0,0,0,0,8156,521.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,0.0,0,1,1,8157,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1
0,39.0,0,0,1,8157,2154.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,6,2
0,45.0,0,0,1,8157,4688.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,3
1,10.0,0,1,1,8157,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,4
0,1.0,0,1,1,8157,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,6,5
0,9.0,0,1,1,8157,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,6
0,40.0,0,0,0,8158,1309.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,26.0,0,0,0,8159,630.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,18.0,0,0,0,8161,1235.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,47.0,0,0,0,8162,2293.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
0,31.0,0,0,1,8164,1818.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,25.415522536763305,0,0,0,8165,1048.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
1,23.0,0,1,1,8167,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,32.0,0,0,1,8168,754.5363056294402,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8,1
0,32.0,0,0,1,8168,1384.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8,2
0,21.0,0,0,1,8168,646.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8,3
0,39.18275898299764,0,0,1,8168,864.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8,4
0,22.0,0,0,1,8168,753.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,5
0,18.0,0,1,1,8168,890.6471000888166,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,6
1,28.0,0,1,1,8168,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,8,7
1,38.0,0,1,1,8168,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8,8
0,46.0,0,0,0,8171,748.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,44.0,0,1,1,8173,4296.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,38.0,0,1,1,8175,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0,28.0,0,0,1,8176,11465.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1
0,31.0,0,0,1,8177,1036.0126224443375,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,18.0,0,1,1,8178,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,18.0,0,0,1,8182,756.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,4.0,0,1,1,8186,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1
1,0.0,0,1,1,8186,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2
0,0.0,0,0,1,8186,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,3
1,23.0,0,0,1,8186,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4
0,35.0,0,0,0,8189,3225.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
1,43.0,0,1,1,8190,0.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1
0,18.0,0,0,1,8191,774.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,18.0,0,0,1,8192,1444.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,18.0,0,1,1,8194,692.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,49.0,0,0,0,8197,716.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,19.0,0,0,0,8199,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,22.0,0,1,0,8200,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,4.0,0,1,1,8202,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,1
0,0.0,0,1,1,8202,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,2
1,14.2,0,1,1,8202,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,3
0,39.0,0,1,1,8202,4560.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,4
0,36.0,0,0,1,8202,16338.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6,5
1,53.0,0,1,1,8202,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,6
0,23.0,0,0,1,8203,2123.3876605842297,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,1
1,24.0,0,1,1,8203,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2
0,25.0,0,0,1,8204,3453.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1
0,30.0,0,0,1,8204,3575.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2
0,20.0,0,0,0,8205,627.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,40.0,0,1,0,8207,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,18.0,0,1,1,8208,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,57.0,0,1,0,8209,888.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,47.0,0,0,1,8210,1782.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
1,26.0,0,1,1,8211,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
0,29.0,0,0,1,8212,559.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
0,32.0,0,0,0,8213,884.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,30.0,0,1,1,8214,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,18.0,0,1,0,8216,704.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,49.0,0,0,1,8217,800.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
1,33.0,0,1,0,8218,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1
0,18.0,0,0,0,8219,1779.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,29.0,0,1,1,8220,5326.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
1,34.0,0,1,0,8221,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,43.0,0,0,0,8222,2384.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1
0,18.0,0,1,0,8222,1288.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2
1,31.0,0,0,1,8224,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,15.0,0,0,1,8225,1463.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,3.0,0,1,1,8226,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1
1,37.0,0,1,1,8226,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,2
1,1.0,0,1,1,8226,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,3
0,27.0,0,1,0,8227,1681.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,15.0,0,1,0,8229,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,33.0,0,1,1,8231,1020.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,65.0,0,0,1,8231,908.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2
0,19.0,0,0,1,8232,1234.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,30.0,0,0,1,8233,797.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1
0,37.0,0,0,1,8233,899.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2
0,15.0,0,0,1,8235,1441.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,19.0,0,0,1,8237,778.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
0,20.0,0,0,1,8238,794.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1
1,19.0,0,0,1,8238,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2
0,21.0,0,0,1,8239,694.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
0,20.0,0,1,1,8242,888.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,18.0,0,0,1,8243,908.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,27.0,0,0,0,8244,1016.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,23.0,0,1,0,8247,3866.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1
1,25.0,0,0,0,8248,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
0,72.0,0,0,0,8248,772.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2
1,35.0,0,1,1,8251,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,29.0,0,0,0,8252,1849.2382000761722,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1
1,11.0,0,0,0,8252,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2
1,7.0,0,0,0,8252,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3
1,35.2,0,1,0,8254,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,28.0,0,0,1,8255,888.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,41.0,0,0,0,8257,1049.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
0,17.0,0,0,0,8259,810.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,19.0,0,0,1,8260,721.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1
0,8.0,0,1,1,8260,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2
1,4.0,0,1,1,8260,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3
1,38.0,0,0,0,8261,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
0,21.0,0,1,1,8264,1040.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
1,18.0,0,0,0,8265,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1,10.0,0,1,0,8266,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
0,29.0,0,0,0,8267,1298.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,1
1,25.0,0,1,0,8267,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,2
1,40.0,0,1,1,8268,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,1
0,19.0,0,0,1,8268,3267.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2
0,38.0,0,1,0,8270,2013.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
0,19.0,0,1,1,8271,2786.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
